sample_index,image_path,slide_id,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,split
567,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,660,160,797,281,train
568,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,943,0,1131,114,train
569,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1699,265,1797,362,train
570,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1745,252,1845,350,train
571,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1643,388,1768,503,train
572,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,333,0,444,123,train
573,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,332,0,444,93,train
574,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2151,189,2286,294,train
575,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2545,107,2665,224,train
576,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2658,196,2774,312,train
577,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2648,297,2773,405,train
578,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2753,368,2863,465,train
579,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3094,383,3214,498,train
580,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3048,355,3146,452,train
581,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3027,455,3136,563,train
582,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3477,525,3651,681,train
583,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3382,10,3513,159,train
584,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3822,76,3932,187,train
585,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3771,43,3899,166,train
586,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3935,128,4061,245,train
587,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3873,81,4012,248,train
588,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3855,201,3963,306,train
589,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3934,295,4082,439,train
590,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4184,94,4293,196,train
591,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4168,15,4294,132,train
592,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4737,170,4867,292,train
593,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4706,119,4808,250,train
594,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4446,573,4555,678,train
595,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4344,553,4449,669,train
596,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4404,520,4533,643,train
597,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4617,583,4728,688,train
598,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4638,494,4754,615,train
599,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5149,725,5310,885,train
600,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5126,689,5221,796,train
601,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5331,614,5438,721,train
602,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5268,562,5380,681,train
603,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5278,478,5396,613,train
604,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5065,180,5179,293,train
605,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5273,246,5373,348,train
606,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5188,173,5303,292,train
607,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5892,331,6008,456,train
608,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5857,229,6008,385,train
609,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5935,36,6074,217,train
610,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6398,706,6500,838,train
611,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6386,665,6486,765,train
612,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6410,589,6500,689,train
613,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5782,1003,5911,1148,train
614,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5760,966,5859,1067,train
615,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5928,902,6046,1022,train
616,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5691,565,5806,683,train
617,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5776,421,5878,535,train
618,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5775,377,5883,491,train
619,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5548,1238,5671,1360,train
620,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5534,1166,5646,1285,train
621,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5500,1118,5625,1238,train
622,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6155,1541,6268,1701,train
623,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6107,1487,6226,1620,train
624,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6068,1598,6193,1723,train
625,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6161,1712,6264,1818,train
626,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6176,1682,6280,1782,train
627,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5883,1825,6025,1974,train
628,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5786,2011,5925,2152,train
629,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5745,1927,5854,2047,train
630,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5597,1863,5706,1999,train
631,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6014,2013,6138,2199,train
632,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6068,1608,6193,1723,train
633,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6161,1712,6264,1818,train
634,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6176,1682,6280,1782,train
635,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5570,2212,5682,2321,train
636,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4400,1789,4565,1947,train
637,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4522,1178,4654,1301,train
638,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4841,1480,4941,1598,train
639,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4787,1476,4899,1590,train
640,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4001,1021,4159,1164,train
641,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4057,975,4159,1092,train
642,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3975,1160,4162,1293,train
643,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3934,1131,4044,1236,train
644,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3456,888,3611,1040,train
645,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3155,943,3292,1063,train
646,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2878,779,3020,930,train
647,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2827,483,2928,582,train
648,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2507,1154,2610,1258,train
649,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2570,1229,2671,1329,train
650,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1840,1085,1937,1182,train
651,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,954,1001,1082,1112,train
652,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,199,722,303,824,train
653,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,156,604,256,705,train
654,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,480,466,617,586,train
655,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,666,550,784,663,train
656,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,613,539,745,681,train
657,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,27,1058,198,1193,train
658,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,585,1106,711,1205,train
659,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,579,1080,692,1179,train
660,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,525,1054,655,1185,train
661,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,857,1126,1018,1275,train
662,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,742,1433,851,1554,train
663,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,766,1422,937,1585,train
664,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1201,1473,1310,1578,train
665,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,68,1770,250,1913,train
666,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,162,1506,310,1640,train
667,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,0,2088,201,2270,train
668,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,434,2093,541,2202,train
669,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,955,2082,1061,2187,train
670,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,919,2047,1024,2147,train
671,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1186,2071,1324,2188,train
672,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1075,2157,1186,2263,train
673,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1788,2278,2012,2438,train
674,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2085,2504,2260,2636,train
675,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2031,2396,2146,2512,train
676,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1998,2371,2102,2477,train
677,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2435,2021,2629,2141,train
678,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2830,2178,2965,2292,train
679,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2721,2462,2861,2593,train
680,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2737,2572,2863,2710,train
681,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3243,2475,3360,2592,train
682,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3159,2415,3285,2545,train
683,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3229,2413,3331,2513,train
684,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3791,1907,3924,2035,train
685,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3954,2014,4054,2117,train
686,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3890,1951,4039,2088,train
687,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3954,2014,4102,2146,train
688,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3634,1712,3757,1841,train
689,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3726,2013,3824,2112,train
690,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3661,1986,3763,2088,train
691,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4548,2349,4689,2479,train
692,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4493,2339,4607,2438,train
693,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4700,2307,4808,2408,train
694,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5786,2011,5925,2152,train
695,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,5749,1927,5854,2047,train
696,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6277,4142,6375,4240,train
697,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6340,4376,6461,4502,train
698,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4383,4100,4480,4197,train
699,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4390,3728,4526,3858,train
700,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4392,3704,4495,3807,train
701,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4347,3635,4452,3763,train
702,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3989,3189,4095,3298,train
703,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3932,3143,4051,3255,train
704,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3935,3234,4074,3363,train
705,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,4088,3452,4217,3581,train
706,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3995,3413,4134,3529,train
707,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3488,3552,3592,3649,train
708,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3463,3527,3560,3625,train
709,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3516,3465,3615,3564,train
710,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3372,3451,3532,3626,train
711,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3529,3840,3689,3969,train
712,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3299,3789,3444,3929,train
713,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3212,3760,3354,3898,train
714,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3298,3943,3438,4084,train
715,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3149,4393,3268,4503,train
716,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3345,4446,3462,4571,train
717,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3824,4595,3944,4705,train
718,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,3858,4567,3958,4666,train
719,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2530,4563,2632,4659,train
720,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2533,4478,2679,4601,train
721,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2408,4442,2544,4570,train
722,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2575,4198,2757,4368,train
723,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2529,4166,2634,4272,train
724,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2290,4017,2423,4129,train
725,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2209,4001,2338,4126,train
726,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2149,4076,2317,4193,train
727,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2129,3973,2238,4079,train
728,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1942,3635,2068,3750,train
729,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2106,3606,2255,3741,train
730,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2150,3493,2300,3628,train
731,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1695,3544,1861,3703,train
732,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,948,3552,1129,3692,train
733,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1359,3596,1508,3732,train
734,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1103,3283,1254,3419,train
735,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,585,3195,682,3304,train
736,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,547,3180,663,3287,train
737,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,528,3180,624,3280,train
738,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,719,3546,833,3657,train
739,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,659,3518,764,3632,train
740,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,605,3501,720,3626,train
741,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,208,3613,334,3729,train
742,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,154,3627,282,3741,train
743,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,281,3495,393,3606,train
744,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,303,3997,422,4094,train
745,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,351,3980,449,4082,train
746,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,375,3943,498,4058,train
747,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,319,3936,435,4030,train
748,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,335,4103,469,4225,train
749,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,732,4202,834,4300,train
750,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,815,4163,919,4279,train
751,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1026,3941,1166,4058,train
752,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,913,4377,1052,4492,train
753,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,888,4362,991,4463,train
754,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,484,4344,614,4463,train
755,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1192,4460,1300,4563,train
756,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1618,4434,1753,4545,train
757,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2055,4639,2218,4761,train
758,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2026,4621,2130,4721,train
759,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1934,4793,2050,4907,train
760,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1325,4852,1449,4979,train
761,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,1242,4837,1340,4938,train
762,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,819,4665,935,4773,train
763,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2533,4478,2672,4601,train
764,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2495,4589,2646,4746,train
765,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2575,4198,2676,4303,train
766,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,2492,4147,2634,4272,train
767,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7974,1996,8096,2114,train
768,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7893,1868,8007,1994,train
769,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6707,401,6823,539,train
770,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6771,329,6870,432,train
771,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7321,301,7466,435,train
772,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7412,448,7535,571,train
773,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7170,999,7270,1101,train
774,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7124,895,7247,1013,train
775,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7061,987,7176,1099,train
776,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7062,918,7172,1027,train
777,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6997,1240,7132,1354,train
778,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6971,1175,7069,1274,train
779,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7007,1130,7126,1243,train
780,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6953,1127,7072,1237,train
781,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6923,1091,7030,1194,train
782,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6991,1089,7108,1187,train
783,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7728,1812,7897,1991,train
784,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7703,1765,7814,1877,train
785,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7279,1977,7389,2093,train
786,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7251,1915,7364,2035,train
787,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6573,2291,6696,2410,train
788,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6520,1366,6634,1476,train
789,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6684,1276,6793,1380,train
790,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6663,1200,6770,1330,train
791,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6815,1454,6975,1618,train
792,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6818,2739,6952,2850,train
793,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6755,3094,6874,3214,train
794,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6656,3005,6797,3136,train
795,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6714,3644,6811,3741,train
796,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6683,3609,6797,3723,train
797,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6809,3904,6911,4006,train
798,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6791,3826,6893,3932,train
799,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6705,4723,6805,4826,train
800,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6647,4665,6777,4806,train
801,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6507,4605,6608,4705,train
802,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6500,4576,6598,4678,train
803,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6908,4454,7020,4582,train
804,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7231,3967,7330,4068,train
805,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7204,3820,7330,3949,train
806,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7301,4806,7405,4917,train
807,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7249,4774,7366,4882,train
808,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7499,2543,7609,2652,train
809,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7418,2391,7519,2497,train
810,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7974,1996,8096,2104,train
811,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7893,1868,8007,1994,train
812,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7859,1172,7964,1279,train
813,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7867,1129,7974,1233,train
814,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7820,1113,7929,1224,train
815,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8177,1732,8294,1851,train
816,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8109,1677,8229,1807,train
817,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8201,1651,8319,1766,train
818,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8118,1608,8236,1715,train
819,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8057,1696,8166,1809,train
820,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8598,2049,8719,2168,train
821,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8622,1994,8725,2103,train
822,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8643,1929,8746,2054,train
823,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8633,2453,8737,2548,train
824,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8625,2365,8728,2466,train
825,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8647,2499,8756,2617,train
826,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8633,2453,8740,2562,train
827,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8685,2588,8797,2701,train
828,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8770,1137,8891,1255,train
829,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8730,543,8844,652,train
830,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,6707,401,6823,539,train
831,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8109,1677,8229,1798,train
832,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8118,1599,8236,1715,train
833,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8177,1732,8294,1851,train
834,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8201,1651,8319,1766,train
835,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7719,2688,7824,2793,train
836,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,9776,3110,9888,3266,train
837,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,11619,3636,11731,3755,train
838,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,11606,3559,11718,3681,train
839,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,11840,3627,11944,3729,train
840,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,11190,3636,11287,3733,train
841,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,11091,3486,11193,3587,train
842,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,10641,4302,10746,4416,train
843,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,10813,4779,10926,4896,train
844,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,10739,4856,10883,4979,train
845,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,10433,4875,10556,5000,train
846,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,9715,4343,9820,4454,train
847,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,9245,4297,9344,4398,train
848,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,9224,4238,9325,4337,train
849,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8700,3667,8811,3783,train
850,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8693,3638,8796,3745,train
851,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8660,3485,8764,3617,train
852,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8145,3106,8248,3218,train
853,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8050,2973,8158,3086,train
854,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,8145,3106,8248,3218,train
855,/scratch/jsanchoz/MARTA/data/images/IM6.png,IM6,1,7719,2688,7824,2793,train
